,Time,Speed(m/s),Direction (deg N)
0,2020-07-23 18:00:00,2.59,280
1,2020-07-23 21:00:00,1.95,333
2,2020-07-24 00:00:00,2.85,312
3,2020-07-24 03:00:00,3.31,323
4,2020-07-24 06:00:00,2.71,319
5,2020-07-24 09:00:00,2.58,303
6,2020-07-24 12:00:00,3.98,280
7,2020-07-24 15:00:00,4.42,280
8,2020-07-24 18:00:00,3.07,294
9,2020-07-24 21:00:00,1.99,291
10,2020-07-25 00:00:00,1.68,289
11,2020-07-25 03:00:00,2.12,243
12,2020-07-25 06:00:00,2.82,240
13,2020-07-25 09:00:00,4.33,235
14,2020-07-25 12:00:00,5.11,237
15,2020-07-25 15:00:00,5.34,236
16,2020-07-25 18:00:00,4.78,240
17,2020-07-25 21:00:00,3.26,227
18,2020-07-26 00:00:00,5.24,241
19,2020-07-26 03:00:00,5.08,238
20,2020-07-26 06:00:00,5.29,253
21,2020-07-26 09:00:00,4.94,268
22,2020-07-26 12:00:00,4.86,260
23,2020-07-26 15:00:00,5.18,269
24,2020-07-26 18:00:00,3.81,287
25,2020-07-26 21:00:00,1.99,328
26,2020-07-27 00:00:00,1.28,357
27,2020-07-27 03:00:00,1.37,101
28,2020-07-27 06:00:00,1.52,141
29,2020-07-27 09:00:00,2.77,194
30,2020-07-27 12:00:00,4.31,214
31,2020-07-27 15:00:00,4.67,228
32,2020-07-27 18:00:00,2.91,237
33,2020-07-27 21:00:00,2.51,207
34,2020-07-28 00:00:00,3.07,273
35,2020-07-28 03:00:00,2.71,245
36,2020-07-28 06:00:00,2.99,250
37,2020-07-28 09:00:00,3.5,243
38,2020-07-28 12:00:00,4.35,240
39,2020-07-28 15:00:00,5.02,243
40,2020-07-28 18:00:00,3.73,271
41,2020-07-28 21:00:00,3.58,321
42,2020-07-29 00:00:00,2.64,319
43,2020-07-29 03:00:00,3.31,319
44,2020-07-29 06:00:00,3.24,301
45,2020-07-29 09:00:00,3.29,304
46,2020-07-29 12:00:00,3.65,293
47,2020-07-29 15:00:00,3.85,308
48,2020-07-29 18:00:00,4.6,336
49,2020-07-29 21:00:00,3.07,0
50,2020-07-30 00:00:00,2.18,10
51,2020-07-30 03:00:00,2.02,26
52,2020-07-30 06:00:00,2.17,29
53,2020-07-30 09:00:00,2.64,47
54,2020-07-30 12:00:00,2.36,69
55,2020-07-30 15:00:00,2.66,75
56,2020-07-30 18:00:00,2.48,70
57,2020-07-30 21:00:00,3.67,82
58,2020-07-31 00:00:00,3.65,88
59,2020-07-31 03:00:00,3.09,90
60,2020-07-31 06:00:00,3.39,98
61,2020-07-31 09:00:00,3.57,108
62,2020-07-31 12:00:00,2.59,144
63,2020-07-31 15:00:00,3.13,231
64,2020-07-31 18:00:00,1.95,230
65,2020-07-31 21:00:00,2.46,206
66,2020-08-01 00:00:00,3.23,256
67,2020-08-01 03:00:00,2.99,262
68,2020-08-01 06:00:00,3.9,238
69,2020-08-01 09:00:00,5.2,237
70,2020-08-01 12:00:00,6.73,241
71,2020-08-01 15:00:00,7.16,249
72,2020-08-01 18:00:00,6.03,276
73,2020-08-01 21:00:00,4.03,264
74,2020-08-02 00:00:00,4.72,253
75,2020-08-02 03:00:00,4.34,250
76,2020-08-02 06:00:00,4.52,246
77,2020-08-02 09:00:00,6.06,247
78,2020-08-02 12:00:00,6.11,248
79,2020-08-02 15:00:00,6.24,241
80,2020-08-02 18:00:00,4.73,252
